id;ILE_BANKOW;ILE_BANKOW_12;ILE_MIES_OD_NAJSTAR_OTW;ILE_MIES_OD_NAJSTAR_OTW_NRAT;ILE_MIES_OD_NAJSTAR_OTW_RAT;ILE_PRODUKTOW;ILE_RACH_OTW;ILE_RACH_OTW_12;ILE_RACH_OTW_NRAT;ILE_RACH_OTW_NRAT_12;ILE_RACH_OTW_RAT;ILE_RACH_OTW_RAT_12;ILE_RACH_OTW_BEZ_HIPO;ILE_RACH_OTW_KARTY;ILE_RACH_OTW_ODNAWIALNE;ILE_RACH_ZAMK;ILE_ZAPYTAN_12;ILE_ZAPYTAN_3;ILE_ZAPYTAN_6;ILE_ZAPYTAN_9;L_RACHUNKOW;MAX_NAL_WYMAGAL;MAX_RATA;MAX_WNIOSKODAWCY;MIN_L_RAT_DO_SPLATY;SUMA_DO_SPLATY;SUMA_DO_SPLATY_BEZ_HIPO;SUMA_DO_SPLATY_KARTY;SUMA_DO_SPLATY_NRAT;SUMA_DO_SPLATY_ODNAWIALNE;SUMA_DO_SPLATY_RAT;SUMA_LIMIT;SUMA_LIMIT_KARTY;SUMA_LIMIT_ODNAWIALNE;SUMA_NAL_WYMAGAL;SUMA_NAL_WYMAGAL_BEZ_HIPO;SUMA_NAL_WYMAGAL_KARTY;SUMA_NAL_WYMAGAL_NRAT;SUMA_RATA;STATUS
13843;1;;88,32;;88,32;1;1;0;0;0;1;0;1;0;0;0;;;;;1;1689;0;1;;1689;1689;;;;1689;;;;1689;1689;;;0;1
13844;4;4;45,39;25,23;45,39;3;4;0;1;0;3;0;4;0;1;1;4;0;0;4;5;6731;317;1;45;15351;15351;;6731;6731;8620;6731;;6731;7139;7139;;6731;506;1
13845;1;;70,71;;70,71;2;2;0;0;0;2;0;2;0;0;0;;;;;2;2466;117;1;3;2827;2827;;;;2827;;;;2827;2827;;;117;1
13846;1;1;33,84;;33,84;1;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;4522;0;1;;4522;4522;;;;4522;;;;4522;4522;;;0;1
13847;5;;91,13;91,13;61,55;4;6;0;3;0;3;0;6;1;2;3;;;;;9;7348;266;1;1;24128;24128;7348;22349;15001;1779;22248;7348;14900;9229;9229;7348;7450;494;1
13848;1;;14,35;;14,35;1;1;0;0;0;1;0;1;0;0;0;;;;;1;4075;1358;2;73;99195;99195;;;;99195;;;;4075;4075;;;1358;1
13849;1;;51,65;51,65;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;9;-1;1;;9;9;;9;9;;9;;9;9;9;;9;0;1
13850;2;1;12,61;;12,61;1;2;1;0;0;2;1;2;0;0;1;1;0;0;1;3;819;178;1;7;2511;2511;;;;2511;;;;820;820;;;297;1
13851;2;1;9,94;;9,94;2;3;3;0;0;3;3;3;0;0;4;2;0;0;1;7;1;216;1;1;2055;2055;;;;2055;;;;1;1;;;407;1
13852;3;;206,65;206,65;53,77;3;3;0;2;0;1;0;3;1;1;1;;;;;4;237;400;1;1;1606;1606;0;1369;1369;237;6800;5000;1800;237;237;0;0;400;1
13853;5;2;46,55;46,55;34,81;2;7;1;4;0;3;1;7;4;0;1;3;0;0;1;8;3743;479;1;2;13280;13280;5781;5781;;7499;9742;9742;;6363;6363;5460;5460;650;1
13854;2;4;35,68;35,68;6,48;2;3;6;1;0;2;6;3;1;0;11;5;0;1;5;14;0;495;1;1;32216;32216;4700;4700;;27516;4500;4500;;0;0;0;0;749;1
13855;1;;122,65;;122,65;1;1;0;0;0;1;0;1;0;0;2;;;;;3;-1;0;1;;;;;;;;;;;;;;;0;1
13856;2;1;38,29;38,29;33,45;3;3;0;1;0;2;0;3;1;0;5;1;0;0;1;8;690;444;1;7;8847;8847;1967;1967;;6880;2500;2500;;690;690;690;690;528;1
13857;1;;19,94;19,94;;1;1;0;1;0;0;0;1;1;0;1;;;;;2;1;-1;1;;1;1;1;1;;;1000;1000;;1;1;1;1;0;1
13858;1;;22,9;;22,9;1;1;0;0;0;1;0;1;0;0;2;;;;;3;542;354;1;23;7994;7994;;;;7994;;;;542;542;;;354;1
13859;1;;23,52;23,48;23,52;2;2;0;1;0;1;0;2;1;0;0;;;;;2;2843;0;1;;3864;3864;1021;1021;;2843;1000;1000;;2964;2964;121;121;0;1
13860;1;1;19,61;;19,61;1;2;1;0;0;2;1;2;0;0;5;1;0;0;0;7;497;118;1;9;2137;2137;;;;2137;;;;904;904;;;214;1
13861;2;1;55,42;55,42;30,58;3;4;0;2;0;2;0;4;1;1;0;1;0;0;0;4;5052;0;1;;12029;12029;2567;2568;1;9461;3001;3000;1;12029;12029;2567;2568;0;1
13862;2;;28,19;;28,19;1;2;0;0;0;2;0;2;0;0;0;;;;;2;1498;0;1;;1498;1498;;;;1498;;;;1498;1498;;;0;1
13863;3;5;18,1;18,1;12,48;3;4;2;2;1;2;1;4;1;1;2;7;3;5;7;6;0;1216;2;31;81190;81190;0;4930;4930;76260;33800;3800;30000;0;0;0;0;1878;1
13864;1;;123,26;;123,26;1;1;0;0;0;1;0;1;0;0;0;;;;;1;8214;0;1;;8214;8214;;;;8214;;;;8214;8214;;;0;1
13865;3;;150,45;150,45;41,23;2;4;0;1;0;3;0;4;0;1;3;;;;;7;15763;363;1;43;27671;27671;;4808;4808;22863;4800;;4800;22871;22871;;8;697;1
13866;3;6;48,29;48,29;23,39;3;5;6;2;1;3;5;5;0;2;9;14;2;9;10;14;846;846;1;30;71364;71364;;4553;4553;66811;4500;;4500;1303;1303;;51;1354;1
13867;1;1;5,94;;5,94;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;1;41;37;1;8;297;297;;;;297;;;;41;41;;;37;1
13868;2;;110,26;;110,26;1;2;0;0;0;2;0;2;0;0;0;;;;;2;10698;3479;1;3;10698;10698;;;;10698;;;;10698;10698;;;3479;1
13869;2;;129,61;;46,61;2;3;0;0;0;2;0;3;0;0;0;;;;;3;3088;97;1;28;7606;7606;;;;4518;;;;7606;7606;;;164;1
13870;2;;106,58;;106,58;2;3;0;0;0;3;0;3;0;0;0;;;;;3;2479;7966;2;0;2563;2563;;;;2563;;;;2479;2479;;;8408;1
13871;2;;74,13;30,87;74,13;2;2;0;1;0;1;0;2;1;0;0;;;;;2;6688;0;1;;9055;9055;2367;2367;;6688;2367;2367;;9055;9055;2367;2367;0;1
13872;1;1;23,52;23,52;;1;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;1920;-1;1;;8028;8028;8028;8028;;;7200;7200;;1920;1920;1920;1920;0;1
13873;11;;94,23;94,23;40,32;4;22;0;7;0;15;0;22;4;3;14;;;;;37;67343;53165;1;1;354383;354383;21980;35394;13414;318989;31761;19300;12461;347350;347350;21845;31009;119757;1
13874;2;;29,29;;29,29;1;2;0;0;0;2;0;2;0;0;3;;;;;5;4361;300;1;15;11210;11210;;;;11210;;;;4361;4361;;;390;1
13875;1;;48,1;;48,1;1;1;0;0;0;1;0;1;0;0;1;;;;;2;1731;0;1;;1731;1731;;;;1731;;;;1731;1731;;;0;1
13876;4;1;27,65;23,39;27,65;2;4;1;1;0;3;1;4;1;0;3;1;0;0;0;7;1821;310;1;27;28430;28430;1821;1821;;26609;1821;1821;;2040;2040;1821;1821;638;1
13877;6;;45,03;45,03;37,32;4;12;1;3;0;8;0;12;3;0;6;;;;;18;34685;23955;1;1;56483;56483;9898;9898;;45843;11025;11025;;56483;56483;9898;9898;24928;1
13878;5;;61,55;54,19;61,55;2;5;0;1;0;4;0;5;1;0;3;;;;;10;4877;1229;2;1;10535;10535;2310;2310;;8225;4000;4000;;8425;8425;200;200;2173;1
13879;1;;15,45;;15,45;1;1;0;0;0;1;0;1;0;0;0;;;;;1;0;300;1;9;2574;2574;;;;2574;;;;0;0;;;300;1
13880;1;;41,84;;41,84;1;1;0;0;0;1;0;1;0;0;2;;;;;3;12933;0;1;;12933;12933;;;;12933;;;;12933;12933;;;0;1
13881;2;;48,55;;48,55;2;3;0;0;0;3;0;3;0;0;1;;;;;4;20550;260;1;17;37105;37105;;;;37105;;;;37105;37105;;;663;1
13882;1;;69,23;;69,23;1;1;0;0;0;1;0;1;0;0;0;;;;;1;45827;18995;1;2;45828;45828;;;;45828;;;;45827;45827;;;18995;1
13883;3;;89,06;;89,06;2;3;0;0;0;3;0;2;0;0;0;;;;;3;8021;6177;3;1;71237,3765;15442;;;;71237,3765;;;;17963,6283;15442;;;6177;1
13884;1;;56,1;;56,1;1;2;0;0;0;2;0;2;0;0;2;;;;;4;5341;0;1;;5959;5959;;;;5959;;;;5959;5959;;;0;1
13885;2;;44,87;;44,87;1;2;0;0;0;2;0;2;0;0;1;;;;;3;1937;2545;1;1;1937;1937;;;;1937;;;;1937;1937;;;2637;1
13886;2;;45,71;45,71;42,42;2;2;0;1;0;1;0;2;1;0;1;;;;;3;2464;0;1;;2798;2798;334;334;;2464;4000;4000;;2798;2798;334;334;0;1
13887;2;1;26,13;;26,13;2;2;0;0;0;2;0;2;0;0;0;1;1;1;1;2;3350;1657;1;135;224427;224427;;;;224427;;;;4343;4343;;;1657;1
13888;1;1;16,81;16,81;6,32;2;2;1;1;0;1;1;2;1;0;1;2;0;0;2;3;0;24;1;11;268;268;0;0;;268;1000;1000;;0;0;0;0;24;1
13889;6;1;128,39;128,39;86,94;5;8;0;2;0;6;0;7;1;1;1;1;0;0;0;9;60155;39563;4;1;150614;135262;4602;7610;3008;143004;7602;4602;3000;132281;132254;4602;4602;56127;1
13890;1;;101,16;;101,16;1;1;0;0;0;1;0;1;0;0;0;;;;;1;1042;0;1;;1042;1042;;;;1042;;;;1042;1042;;;0;1
13891;5;1;74,84;53,84;74,84;3;10;0;4;0;6;0;10;4;0;1;2;2;2;2;11;14855;6684;1;0;66327;66327;26238;26238;;40089;23800;23800;;66311;66311;26238;26238;13760;1
13892;1;;52,06;;52,06;1;1;0;0;0;1;0;1;0;0;14;;;;;15;130;2612;1;0;130;130;;;;130;;;;130;130;;;2612;1
13893;1;;88,77;88,77;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;1300;-1;2;;1300;1300;;1300;1300;;1452;;1452;1300;1300;;1300;0;1
13894;2;;201,26;201,26;37,1;2;2;0;1;0;1;0;2;0;1;0;;;;;2;5544;228;2;24;10608;10608;;5064;5064;5544;5000;;5000;5608;5608;;64;228;1
13895;3;1;53,97;53,97;39,13;4;5;0;3;0;2;0;5;1;2;0;1;0;0;0;5;9179;527;1;17;25110;25110;6530;9894;3364;15216;7752;4000;3752;23542;23542;4962;8326;527;1
13896;1;;47,94;;47,94;1;1;0;0;0;1;0;1;0;0;0;;;;;1;30540;431;1;71;30541;30541;;;;30541;;;;30540;30540;;;431;1
13897;1;1;28,42;28,42;;1;2;0;2;0;0;0;2;0;2;0;1;0;1;1;2;22551;-1;1;;24295;24295;;24295;24295;;23739;;23739;23108;23108;;23108;0;1
13898;1;1;118,58;118,58;;1;1;0;1;0;0;0;1;0;1;0;1;0;0;1;1;1763;-1;1;;1763;1763;;1763;1763;;1763;;1763;1763;1763;;1763;0;1
13899;1;;25,1;25,1;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;1233;-1;1;;1249;1249;1249;1249;;;1500;1500;;1233;1233;1233;1233;0;1
13900;2;7;19,74;19,74;9,65;3;4;2;3;1;1;1;3;1;2;4;10;0;5;6;8;1358,3829;2221,7283;2;2850;420878,6644;17134;16834;17134;300;403744,6644;45050;17250;27800;2455,3829;1097;797;1097;2221,7283;1
13901;3;5;19,52;19,52;12,48;3;4;4;1;0;3;4;4;0;1;8;10;2;3;9;12;0;294;2;21;20470;20470;;3735;3735;16735;4000;;4000;0;0;;0;575;1
13902;1;;26;26;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;1365;-1;1;;1365;1365;1365;1365;;;1365;1365;;1365;1365;1365;1365;0;1
13903;2;;66,52;59,81;66,52;2;2;0;1;0;1;0;2;0;1;0;;;;;2;12866;5860;1;2;13168;13168;;302;302;12866;300;;300;12868;12868;;2;5860;1
13904;3;4;42,74;17;42,74;3;4;1;1;0;3;0;4;0;1;2;4;0;3;3;6;10468;251;1;4;13261;13261;;514;514;12747;1000;;1000;10603;10603;;13;338;1
13905;3;2;56,16;56,16;45,61;3;4;0;2;0;2;0;4;1;1;0;2;0;2;2;4;0;131;1;14;7399;7399;2611;2668;57;4731;7900;6100;1800;0;0;0;0;131;1
13906;1;;12,94;12,94;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;505;-1;1;;4876;4876;4876;4876;;;5500;5500;;505;505;505;505;0;1
13907;6;;38,74;38,74;31,55;4;7;1;3;0;4;1;7;2;1;5;;;;;12;13035;10000;2;1;56111;56111;23494;35859;12365;20252;30459;20459;10000;56111;56111;23494;35859;10000;1
13908;1;;96,97;;;1;1;0;0;0;0;0;1;0;0;0;;;;;1;19221;-1;1;;19221;19221;;;;;;;;19221;19221;;;0;1
13909;2;1;35,32;35,32;;2;3;0;3;0;0;0;3;1;2;0;1;0;0;0;3;5940;-1;1;;9601;9601;;9601;9601;;17900;5000;12900;9601;9601;;9601;0;1
13910;2;;33,45;;33,45;2;2;0;0;0;2;0;2;0;0;1;;;;;3;18138;347;1;52;18138;18138;;;;18138;;;;18138;18138;;;672;1
13911;1;2;16,77;16,77;;1;1;0;1;0;0;0;1;0;1;0;2;0;0;1;1;718;-1;2;;5718;5718;;5718;5718;;5000;;5000;718;718;;718;0;1
13912;5;;23,1;;23,1;1;5;0;0;0;5;0;5;0;0;0;;;;;5;10746;306;1;35;23291;23291;;;;23291;;;;23291;23291;;;453;1
13913;2;;33,9;33,9;33,9;3;3;0;1;0;2;0;3;1;0;0;;;;;3;4461;147;1;6;6142;6142;783;783;;5359;500;500;;6137;6137;778;778;253;1
13914;3;1;29,23;29,23;20,45;4;5;1;2;0;3;1;5;1;1;1;1;0;0;0;6;197;197;1;16;7710;7710;973;1230;257;6480;1300;1000;300;197;197;0;0;197;1
13915;1;;66,52;;66,52;1;1;0;0;0;1;0;1;0;0;0;;;;;1;4104;0;1;;4104;4104;;;;4104;;;;4104;4104;;;0;1
13916;1;;130,23;;130,23;1;1;0;0;0;1;0;1;0;0;0;;;;;1;4172;1660;2;3;4172;4172;;;;4172;;;;4172;4172;;;1660;1
13917;3;2;88,13;;88,13;2;4;1;0;0;4;1;4;0;0;0;5;2;3;4;4;1682;3067;2;1;4825;4825;;;;4825;;;;3917;3917;;;5147;1
13918;2;;116,35;41,35;116,35;2;3;0;1;0;2;0;3;1;0;2;;;;;5;6468;2446;2;3;9339;9339;;;;9339;1000;1000;;9339;9339;;;2446;1
13919;4;;27,19;16;27,19;3;7;1;1;0;6;1;7;0;1;14;;;;;21;1299;1295;3;9;51395;51395;;3888;3888;47507;4000;;4000;1599;1599;;0;1792;1
13920;1;;32,84;;32,84;1;2;0;0;0;2;0;2;0;0;0;;;;;2;2182;400;1;5;12200;12200;;;;12200;;;;2918;2918;;;562;1
13921;2;;84,61;23,55;84,61;3;5;0;1;0;4;0;5;1;0;0;;;;;5;4041;116;3;16;6768;6768;651;651;;6117;1000;1000;;5142;5142;0;0;116;1
13922;3;7;27,94;25,19;27,94;4;4;1;1;0;2;0;4;1;0;0;11;0;0;3;4;323;154;1;10;5964;5964;1246;1246;;4718;1000;1000;;661;661;195;195;235;1
13923;2;;36,42;;36,42;1;3;0;0;0;3;0;3;0;0;0;;;;;3;4243;0;1;;5370;5370;;;;5370;;;;5370;5370;;;0;1
13924;1;;60,71;;60,71;1;1;0;0;0;1;0;1;0;0;0;;;;;1;14784;202;1;73;14784;14784;;;;14784;;;;14784;14784;;;202;1
13925;5;;62,13;62,13;49,71;4;5;0;1;0;4;0;4;0;1;1;;;;;6;19572;249;2;5;141691;40921;;11149;11149;130542;5000;;5000;31009;31009;;11149;298;1
13926;1;;16,45;16,45;16,45;2;2;0;1;0;1;0;2;0;1;2;;;;;4;0;124;1;9;1582;1582;;465;465;1117;500;;500;0;0;;0;124;1
13927;2;;62,16;62,16;25,1;3;4;0;3;0;1;0;4;1;2;0;;;;;4;7304;0;1;;9405;9405;2101;2101;;7304;5500;1300;4200;9405;9405;2101;2101;0;1
13928;5;1;44,48;42,52;44,48;3;10;5;2;0;8;5;10;2;0;12;1;0;0;0;22;14970;10263;1;1;46046;46046;6241;6241;;39805;3600;3600;;46031;46031;6226;6226;10970;1
13929;2;;30,39;28,39;30,39;2;2;0;1;0;1;0;2;1;0;0;;;;;2;0;611;2;;0;0;0;0;;;5400;5400;;0;0;0;0;611;1
13930;8;9;109,71;109,71;27,65;4;13;2;4;0;9;2;13;3;1;14;11;1;1;2;27;1023;342;1;4;102269;102269;5453;5752;299;96517;6250;5800;450;2519;2519;185;185;1522;1
13931;2;2;9,61;;9,61;1;2;2;0;0;2;2;2;0;0;1;3;0;2;2;3;0;165;1;33;9498;9498;;;;9498;;;;0;0;;;276;1
13932;5;3;34,16;34,16;26,32;4;7;0;4;0;3;0;7;2;2;6;3;1;1;3;14;3128;3082;2;13;101465;101465;1788;17411;15623;84054;17200;1700;15500;4219;4219;125;170;4255;1
13933;1;1;31,32;;31,32;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;7463;0;1;;7463;7463;;;;7463;;;;7463;7463;;;0;1
13934;3;;77,52;;77,52;3;4;0;0;0;4;0;3;0;0;0;;;;;4;5071;10751;5;0;45185;7718;;;;45185;;;;7718;7718;;;15928;1
13935;2;1;80,32;80,32;27,16;3;3;0;2;0;1;0;3;1;1;3;1;0;1;1;6;220;81;2;19;3119;3119;224;1547;1323;1572;3750;750;3000;347;347;220;220;81;1
13936;1;;78,52;;78,52;1;1;0;0;0;1;0;1;0;0;1;;;;;2;4197;0;1;;4197;4197;;;;4197;;;;4197;4197;;;0;1
13937;1;;51,61;;51,61;1;3;0;0;0;3;0;3;0;0;0;;;;;3;443;0;1;;746;746;;;;746;;;;746;746;;;0;1
13938;3;;46,55;30,84;46,55;4;6;1;2;0;4;1;6;1;1;2;;;;;8;7665;0;1;;11799;11799;;4134;4134;7665;6203;2069;4134;11799;11799;;4134;0;1
13939;2;;17,29;;17,29;1;3;1;0;0;3;1;3;0;0;1;;;;;4;7719;6000;2;1;11892;11892;;;;11892;;;;11892;11892;;;6094;1
13940;1;3;64,23;64,23;;1;1;0;1;0;0;0;1;0;1;2;4;0;2;3;3;1;-1;1;;1;1;;1;1;;1;;1;1;1;;1;0;1
13941;2;1;147,23;147,23;35,29;2;2;0;1;0;1;0;2;0;1;0;1;0;0;0;2;59;175;1;0;5290;5290;;5231;5231;59;5200;;5200;90;90;;31;175;1
13942;5;1;57,29;54,26;57,29;3;5;0;2;0;3;0;4;0;2;2;1;0;0;0;7;63727;1781,2757;1;1;124905,2414;67240;;67033;67033;57872,2414;67727;;67727;69356,6491;67240;;67033;2718,2757;1
13943;3;1;67,35;67,35;32,29;4;5;1;2;0;3;1;5;1;1;6;1;0;0;0;11;3458;2023;1;2;5493;5493;755;1055;300;4438;1200;900;300;4067;4067;147;147;2023;1
13944;1;;122,23;;122,23;1;1;0;0;0;1;0;1;0;0;0;;;;;1;4641;3664;1;1;4641;4641;;;;4641;;;;4641;4641;;;3664;1
13945;2;;52,74;;52,74;1;2;0;0;0;2;0;2;0;0;1;;;;;3;-1;80;1;;;;;;;;;;;;;;;80;1
13946;3;;90,9;90,9;37,26;3;5;0;3;0;2;0;5;2;1;8;;;;;13;3999;442;1;32;33851;33851;2177;7493;5316;26358;8650;3400;5250;5770;5770;1705;1771;791;1
13947;8;1;109,35;109,35;35,23;4;18;0;6;0;12;0;18;4;2;1;1;0;0;1;19;21124;16032;1;1;109809;109809;16972;23399;6427;86410;30400;16700;13700;88035;88035;3851;3851;34636;1
13948;2;;139,19;80,1;139,19;2;2;0;1;0;1;0;2;0;1;0;;;;;2;59388;28006;1;2;59959;59959;;571;571;59388;571;;571;59959;59959;;571;28006;1
13949;1;;65,1;;65,1;1;1;0;0;0;1;0;1;0;0;0;;;;;1;1511;0;1;;1511;1511;;;;1511;;;;1511;1511;;;0;1
13950;1;3;8,94;;8,94;1;1;1;0;0;1;1;1;0;0;0;3;2;2;3;1;1115;260;1;28;7221;7221;;;;7221;;;;1115;1115;;;260;1
13951;5;;29,32;29,32;28,35;3;9;0;1;0;8;0;9;0;1;3;;;;;12;5531;5198;1;0;18497;18497;;3762;3762;14735;5000;;5000;11336;11336;;1246;5478;1
13952;1;;114,32;;114,32;1;1;0;0;0;1;0;1;0;0;0;;;;;1;19001;469;2;41;19001;19001;;;;19001;;;;19001;19001;;;469;1
13953;1;;119,26;;119,26;1;1;0;0;0;1;0;1;0;0;0;;;;;1;-1;0;1;;;;;;;;;;;;;;;0;1
13954;1;;35,29;;35,29;1;1;0;0;0;1;0;1;0;0;0;;;;;1;8911;4293;1;2;8911;8911;;;;8911;;;;8911;8911;;;4293;1
13955;3;;124,1;124,1;48,52;4;6;0;2;0;4;0;6;1;1;0;;;;;6;3047;1454;1;;7481;7481;1462;3010;1548;4471;2800;1300;1500;5981;5981;1462;1510;1454;1
13956;2;;21,13;;21,13;2;3;1;0;0;3;1;3;0;0;5;;;;;8;629;195;1;5;6163;6163;;;;6163;;;;779;779;;;516;1
13957;3;4;23,1;17,77;23,1;4;4;1;2;1;2;0;4;1;1;0;5;0;0;0;4;12274;1354;1;1;26043;26043;2083;11989;9906;14054;9500;1500;8000;26016;26016;2056;11962;1354;1
13958;1;3;29,1;;29,1;1;2;0;0;0;2;0;2;0;0;0;3;1;2;3;2;0;259;1;25;12005;12005;;;;12005;;;;0;0;;;467;1
13959;1;;32,94;32,94;;1;2;1;2;0;0;0;2;0;2;6;;;;;8;1;-1;1;;1;1;;1;1;;16;;16;1;1;;1;0;1
13960;2;;27,58;;27,58;1;2;0;0;0;2;0;2;0;0;1;;;;;3;1035;159;1;7;1433;1433;;;;1433;;;;1433;1433;;;159;1
13961;3;;25,55;25,55;17,74;3;6;0;2;0;4;0;6;1;1;0;;;;;6;60;367;1;3;23873;23873;72;72;;23801;13100;100;13000;60;60;60;60;985;1
13962;2;;130,45;;130,45;1;2;0;0;0;2;0;2;0;0;0;;;;;2;5213;1500;1;3;9894;9894;;;;9894;;;;9894;9894;;;1500;1
13963;3;2;37,06;25,58;37,06;4;5;2;2;1;3;1;5;1;1;0;2;0;0;2;6;159;553;1;1;21459;21459;1972;2419;447;19040;2500;2000;500;288;288;0;0;840;1
13964;5;1;38,06;;38,06;2;7;0;0;0;7;0;7;0;0;1;1;0;1;1;9;59234;44342;1;1;154423;154423;;;;154423;;;;139608;139608;;;45940;1
13965;1;;29,9;29,9;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;1119;-1;1;;1119;1119;;1119;1119;;1119;;1119;1119;1119;;1119;0;1
13966;1;;74,52;;74,52;1;1;0;0;0;1;0;1;0;0;1;;;;;2;2005;0;1;;2005;2005;;;;2005;;;;2005;2005;;;0;1
13967;3;1;40,74;40,74;11,74;2;4;2;3;1;1;1;4;3;0;3;1;0;0;0;7;2067;495;1;41;25793;25793;5660;5660;;20133;5300;5300;;3356;3356;1289;1289;495;1
13968;2;;113,9;113,9;15,77;2;3;0;2;0;1;0;3;2;0;0;;;;;3;1392;1391;1;41;61379;61379;4966;4966;;56413;5719;5719;;1681;1681;289;289;1391;1
13969;5;1;133,16;133,16;79;3;8;0;2;0;6;0;8;0;2;0;1;1;1;1;10;12138;78;2;;20087;20087;;2940;2940;17147;3301;;3301;20087;20087;;2940;152;1
13970;1;;58,97;;58,97;1;2;0;0;0;2;0;2;0;0;0;;;;;3;-1;0;2;;;;;;;;;;;;;;;0;1
13971;2;1;33,84;;33,84;2;2;0;0;0;2;0;2;0;0;0;1;0;0;0;2;13957;0;1;;13957;13957;;;;13957;;;;13957;13957;;;0;1
13972;1;;64,97;64,97;;1;1;0;1;0;0;0;1;1;0;4;;;;;5;1780;-1;1;;1780;1780;1780;1780;;;5500;5500;;1780;1780;1780;1780;0;1
13973;4;;33,35;15;33,35;3;6;0;1;0;5;0;6;1;0;3;;;;;9;1814;1902;1;1;8614;8614;2137;2137;;6477;2200;2200;;1953;1953;0;0;2098;1
13974;1;;12,94;;;1;1;0;0;0;0;0;1;0;0;0;;;;;1;19273;-1;1;;19273;19273;;;;;;;;19273;19273;;;0;1
13975;4;4;24,42;24,42;17,68;2;5;3;2;1;3;2;5;2;0;1;4;0;0;2;6;2002;309;1;23;35812;35812;4871;4871;;30941;5100;5100;;3042;3042;54;54;537;1
13976;3;1;40,94;32,29;40,94;3;5;1;2;0;3;1;5;1;1;14;1;0;0;0;19;817;900;1;14;42209;42209;1395;6374;4979;35835;10500;5500;5000;817;817;0;0;1398;1
13977;1;1;8,52;;8,52;1;2;2;0;0;2;2;2;0;0;1;2;0;1;2;3;20;114;1;2;763;763;;;;763;;;;40;40;;;175;1
13978;5;5;38,42;19,16;38,42;4;8;3;2;0;6;3;8;1;1;4;5;0;0;2;12;1919;950;1;11;50936;50936;1513;6107;4594;44829;7200;2600;4600;1919;1919;0;0;1596;1
13979;5;;44,9;44,9;41,81;3;6;0;1;0;5;0;6;1;0;5;;;;;12;60600;993;1;22;108237;108237;4342;4342;;103895;3100;3100;;108237;108237;4342;4342;1115;1
13980;3;;101,61;101,61;92,23;3;4;0;1;0;3;0;4;0;1;0;;;;;4;8443;227;2;0;13444;13444;;3605;3605;9839;3900;;3900;13367;13367;;3593;390;1
13981;1;;44,13;;44,13;1;1;0;0;0;1;0;1;0;0;0;;;;;1;7478;6220;2;1;7478;7478;;;;7478;;;;7478;7478;;;6220;1
13982;3;;125,58;125,58;30,45;3;3;0;2;0;1;0;3;1;1;0;;;;;3;40;683;2;7;5570;5570;0;1040;1040;4530;3000;2000;1000;40;40;0;40;683;1
13983;3;;25,35;;25,35;2;3;1;0;0;3;0;3;0;0;4;;;;;7;3587;0;1;;7798;7798;;;;7798;;;;7798;7798;;;0;1
13984;2;1;17,68;;17,68;2;3;1;0;0;3;1;3;0;0;0;2;1;2;2;3;9839;8550;1;1;17833;17833;;;;17833;;;;10449;10449;;;8928;1
13985;1;;82,45;;82,45;1;1;0;0;0;1;0;1;0;0;0;;;;;1;1546;900;1;2;1546;1546;;;;1546;;;;1546;1546;;;900;1
13986;1;;19,84;;19,84;1;2;1;0;0;2;0;2;0;0;1;;;;;3;-1;245;1;;;;;;;;;;;;;;;245;1
13987;3;;91,06;91,06;40,26;4;5;0;3;0;2;0;5;2;1;4;;;;;9;18954;315;2;8;29822;29822;7448;8403;955;21419;10300;9300;1000;19284;19284;330;330;315;1
13988;4;3;61,45;61,45;2,29;4;5;3;3;0;2;3;5;2;1;8;4;0;0;1;14;0;253;1;13;8950;8950;2813;2813;;6137;9000;7000;2000;0;0;0;0;342;1
13989;2;1;48,87;48,87;26,71;3;3;0;2;0;1;0;3;1;1;1;1;0;0;0;4;2079;145;1;14;3586;3586;508;1507;999;2079;1500;500;1000;2079;2079;0;0;145;1
13990;2;;105,06;105,06;63,39;2;2;0;1;0;1;0;2;0;1;0;;;;;2;5502;125;1;44;7023;7023;;1521;1521;5502;1500;;1500;5502;5502;;0;125;1
13991;5;4;38,39;38,39;30,87;4;9;3;4;0;5;2;9;3;1;15;4;0;0;0;28;2524;154;2;9;21667;21667;3725;5582;1857;16085;4960;3100;1860;9379;9379;2368;2368;364;1
13992;3;1;86,26;;86,26;2;4;1;0;0;4;1;4;0;0;3;1;0;0;1;7;337;3769;1;0;9822;9822;;;;9822;;;;829;829;;;4167;1
13993;1;1;25,42;25,42;25,42;2;6;0;1;0;5;0;6;1;0;2;1;0;0;0;8;3618;110;1;4;10280;10280;668;668;;9612;1000;1000;;9612;9612;0;0;110;1
13994;2;;64,29;64,29;32,32;3;3;0;1;0;2;0;3;0;1;0;;;;;3;0;244;1;23;16434;16434;;273;273;16161;300;;300;0;0;;0;244;1
