id;ILE_BANKOW;ILE_BANKOW_12;ILE_MIES_OD_NAJSTAR_OTW;ILE_MIES_OD_NAJSTAR_OTW_NRAT;ILE_MIES_OD_NAJSTAR_OTW_RAT;ILE_PRODUKTOW;ILE_RACH_OTW;ILE_RACH_OTW_12;ILE_RACH_OTW_NRAT;ILE_RACH_OTW_NRAT_12;ILE_RACH_OTW_RAT;ILE_RACH_OTW_RAT_12;ILE_RACH_OTW_BEZ_HIPO;ILE_RACH_OTW_KARTY;ILE_RACH_OTW_ODNAWIALNE;ILE_RACH_ZAMK;ILE_ZAPYTAN_12;ILE_ZAPYTAN_3;ILE_ZAPYTAN_6;ILE_ZAPYTAN_9;L_RACHUNKOW;MAX_NAL_WYMAGAL;MAX_RATA;MAX_WNIOSKODAWCY;MIN_L_RAT_DO_SPLATY;SUMA_DO_SPLATY;SUMA_DO_SPLATY_BEZ_HIPO;SUMA_DO_SPLATY_KARTY;SUMA_DO_SPLATY_NRAT;SUMA_DO_SPLATY_ODNAWIALNE;SUMA_DO_SPLATY_RAT;SUMA_LIMIT;SUMA_LIMIT_KARTY;SUMA_LIMIT_ODNAWIALNE;SUMA_NAL_WYMAGAL;SUMA_NAL_WYMAGAL_BEZ_HIPO;SUMA_NAL_WYMAGAL_KARTY;SUMA_NAL_WYMAGAL_NRAT;SUMA_RATA;STATUS
2250;3;3;17,32;3,97;17,32;2;3;3;1;1;2;2;3;0;1;4;3;0;2;3;7;1;136;1;7;4870;4870;;482;482;4388;500;;500;1;1;;0;226;0
2251;2;;150,9;150,9;;2;2;0;2;0;0;0;2;1;1;2;;;;;4;87;-1;2;;3508;3508;1026;3508;2482;;3500;1000;2500;87;87;87;87;0;0
2252;1;1;95,71;95,71;;1;1;0;1;0;0;0;1;0;1;3;1;0;0;0;4;0;-1;2;;0;0;;0;0;;50000;;50000;0;0;;0;0;0
2253;1;1;11,06;;11,06;1;1;1;0;0;1;1;1;0;0;2;1;0;0;0;3;0;166;1;25;4167;4167;;;;4167;;;;0;0;;;166;0
2254;1;;28,58;;28,58;1;1;0;0;0;1;0;1;0;0;5;;;;;6;0;276;1;8;2120;2120;;;;2120;;;;0;0;;;276;0
2255;1;;44,65;44,65;30,23;2;2;0;1;0;1;0;2;0;1;0;;;;;2;0;740;2;25;22544;22544;;3960;3960;18584;4000;;4000;0;0;;0;740;0
2256;1;2;11,65;;11,65;1;1;1;0;0;1;1;1;0;0;4;2;1;1;1;6;0;155;1;19;3005;3005;;;;3005;;;;0;0;;;155;0
2257;3;2;92,94;92,94;10,42;2;3;1;2;0;1;1;3;2;0;5;2;0;1;1;8;1656;2970;1;42;124646;124646;469;469;;124177;5500;5500;;1656;1656;0;0;2970;0
2258;1;;37,52;;37,52;1;1;0;0;0;1;0;0;0;0;1;;;;;2;-1;444;1;;;;;;;;;;;;;;;444;0
2259;3;1;151,81;151,81;55,87;2;3;1;1;0;2;1;1;1;0;0;1;0;1;1;3;0;567,1175;1;174;249477,0095;4318;4318;4318;;245159,0095;16300;16300;;0;0;0;0;925,1175;0
2260;1;;23,55;23,55;;1;1;0;1;0;0;0;1;1;0;2;;;;;3;0;-1;1;;0;0;0;0;;;5500;5500;;0;0;0;0;0;0
2261;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
2262;1;1;7,32;7,32;;1;1;1;1;1;0;0;1;1;0;2;1;0;0;1;3;0;-1;1;;833;833;833;833;;;3000;3000;;0;0;0;0;0;0
2263;1;;25,45;25,45;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;0;0;0;0;;;1000;1000;;0;0;0;0;0;0
2264;2;1;18,61;18,61;1,29;2;2;2;1;0;1;2;2;1;0;4;2;1;1;2;6;0;481;1;12;5858;5858;83;83;;5775;7600;7600;;0;0;0;0;481;0
2265;1;;77,45;77,45;28,32;3;4;0;2;0;2;0;4;1;1;2;;;;;6;0;370;1;7;13238;13238;1362;6001;4639;7237;6500;1500;5000;0;0;0;0;538;0
2266;1;2;8,74;;8,74;1;1;1;0;0;1;1;1;0;0;0;2;0;0;1;1;0;291;1;24;7069;7069;;;;7069;;;;0;0;;;291;0
2267;1;1;86,1;86,1;;1;1;0;1;0;0;0;1;0;1;0;1;0;1;1;1;0;-1;2;;5886;5886;;5886;5886;;10000;;10000;0;0;;0;0;0
2268;1;;47,68;47,68;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;0;0;0;0;;;2000;2000;;0;0;0;0;0;0
2269;1;2;13,81;;13,81;1;2;1;0;0;2;1;2;0;0;0;3;0;0;0;2;0;880;2;83;143251;143251;;;;143251;;;;0;0;;;1672;0
2270;2;;158,71;158,71;92,45;3;3;0;1;0;2;0;2;0;1;0;;;;;4;0;0;3;;46328,9877;17066,0766;;;;46328,9877;5000;;5000;0;0;;;0;0
2271;1;1;2,29;2,29;;1;1;1;1;1;0;0;1;0;1;0;2;2;2;2;1;0;-1;1;;3072;3072;;3072;3072;;7800;;7800;0;0;;0;0;0
2272;1;;61,06;61,06;;1;1;1;1;0;0;0;1;0;1;1;;;;;2;-1;-1;2;;;;;;;;3900;;3900;;;;;0;0
2273;1;1;51,97;51,97;;2;2;0;2;0;0;0;2;1;1;1;1;0;0;1;3;0;-1;1;;0;0;0;0;0;;2100;800;1300;0;0;0;0;0;0
2274;1;;5,48;;5,48;1;1;1;0;0;1;1;1;0;0;1;;;;;2;0;74;1;6;479;479;;;;479;;;;0;0;;;74;0
2275;1;;18,39;18,39;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;-1;-1;2;;;;;;;;5000;;5000;;;;;0;0
2276;2;1;33,39;;33,39;2;3;0;0;0;3;0;3;0;0;1;1;0;0;0;5;0;250;2;26;2859;2859;;;;2859;;;;0;0;;;469;0
2277;1;;12,03;;12,03;1;1;1;0;0;1;0;1;0;0;1;;;;;2;0;207;1;13;2691;2691;;;;2691;;;;0;0;;;207;0
2278;1;;48,84;48,84;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;489;489;489;489;;;9600;9600;;0;0;0;0;0;0
2279;1;;141,23;141,23;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;1995;1995;;1995;1995;;2000;;2000;0;0;;0;0;0
2280;1;1;3,81;;3,81;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;2;0;678;2;5;3427;3427;;;;3427;;;;0;0;;;678;0
2281;1;;19,48;;;1;1;0;0;0;0;0;1;0;0;0;;;;;1;-1;-1;1;;;;;;;;;;;;;;;0;0
2282;7;2;86,06;86,06;48,84;3;12;2;2;0;10;2;12;0;2;15;2;0;2;2;27;21;291;2;3;24718;24718;;1147;1147;23571;2300;;2300;47;47;;0;1369;0
2283;1;1;5,06;;5,06;1;1;1;0;0;1;1;1;0;0;0;1;0;1;1;1;1;117;1;6;705;705;;;;705;;;;1;1;;;117;0
2284;1;;7,77;7,77;;1;1;1;1;1;0;0;1;0;1;1;;;;;2;0;-1;2;;2088;2088;;2088;2088;;2000;;2000;0;0;;0;0;0
2285;1;1;13,81;;13,81;1;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;0;33;1;21;689;689;;;;689;;;;0;0;;;33;0
2286;1;;17,77;17,77;13,48;2;2;0;1;0;1;0;2;1;0;1;;;;;3;0;558;1;11;6669;6669;498;498;;6171;500;500;;0;0;0;0;558;0
2287;2;;107,68;107,68;46,84;2;2;0;1;0;1;0;1;0;1;0;;;;;3;0;400;2;103;41132;0;;0;0;41132;1000;;1000;0;0;;0;400;0
2288;1;;38,71;38,71;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;5572;5572;5572;5572;;;9000;9000;;0;0;0;0;0;0
2289;2;1;15,65;15,55;15,65;3;3;1;1;0;2;1;3;1;0;1;1;0;0;0;4;28;238;1;13;7430;7430;53;53;;7377;1000;1000;;28;28;28;28;319;0
2290;2;;28,13;28,13;6,68;2;2;1;1;0;1;1;2;1;0;3;;;;;5;53;482;1;0;100;100;79;79;;21;700;700;;74;74;53;53;482;0
2291;2;1;202,23;202,23;5,84;2;2;1;1;0;1;1;2;0;1;1;1;0;1;1;3;0;109;2;5;548;548;;0;0;548;8000;;8000;0;0;;0;109;0
2292;1;1;4,29;4,29;4,29;2;2;2;1;1;1;1;2;1;0;1;1;0;1;1;3;0;81;1;6;502;502;12;12;;490;500;500;;0;0;0;0;81;0
2293;1;;71,55;19,55;71,55;2;2;0;1;0;1;0;2;1;0;0;;;;;2;0;304;3;6;1997;1997;191;191;;1806;2000;2000;;0;0;0;0;304;0
2294;1;;159,23;159,23;28,32;2;2;0;1;0;1;0;2;0;1;0;;;;;2;0;592;1;8;7513;7513;;2554;2554;4959;3000;;3000;0;0;;0;592;0
2295;2;1;22,68;21,71;22,68;3;3;1;2;1;1;0;3;1;1;2;1;0;1;1;6;0;107;1;0;1385;1385;550;1339;789;46;10200;8200;2000;0;0;0;0;107;0
2296;2;1;64,16;64,16;8,52;2;2;1;1;0;1;1;2;0;1;0;1;0;0;1;2;0;250;1;1;268;268;;20;20;248;2000;;2000;0;0;;0;250;0
2297;1;1;72,13;65,74;72,13;2;2;0;1;0;1;0;1;0;1;0;1;0;0;1;2;0;1420,5911;2;481;68985,1757;762;;762;762;68223,1757;2500;;2500;0;0;;0;1420,5911;0
2298;1;;26,74;;26,74;1;1;0;0;0;1;0;0;0;0;0;;;;;1;363;0;2;;69892;;;;;69892;;;;363;;;;0;0
2299;1;;42,81;;42,81;1;1;0;0;0;1;0;0;0;0;1;;;;;2;-1;590;1;;;;;;;;;;;;;;;590;0
2300;1;1;40,45;;40,45;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;3;0;523;2;131;68332;;;;;68332;;;;0;;;;523;0
2301;2;1;124,74;124,74;4,94;2;2;1;1;0;1;1;2;0;1;1;2;0;2;2;3;0;16594;2;2;33189;33189;;0;0;33189;3000;;3000;0;0;;0;16594;0
2302;1;1;8,06;8,06;;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;-1;1;;0;0;0;0;;;1000;1000;;0;0;0;0;0;0
2303;3;;64,61;64,61;14,58;3;4;0;3;0;1;0;3;1;2;4;;;;;8;0;1074;2;142;157134;4994;59;4994;4935;152140;8000;1000;7000;0;0;0;0;1074;0
2304;1;1;1,16;1,06;1,16;2;2;2;1;1;1;1;2;1;0;1;1;1;1;1;3;0;1110;1;19;21086;21086;0;0;;21086;1000;1000;;0;0;0;0;1110;0
2305;2;;142,45;142,45;47,26;2;2;0;1;0;1;0;2;0;1;0;;;;;2;1;565;1;12;7001;7001;;0;0;7001;6000;;6000;1;1;;0;565;0
2306;3;1;70,48;21,19;70,48;3;3;1;1;0;2;1;3;0;1;1;1;1;1;1;4;0;198;1;16;6719;6719;;;;6719;4050;;4050;0;0;;;198;0
2307;3;1;28,61;28,61;;1;3;1;3;1;0;0;3;3;0;2;1;1;1;1;5;0;-1;1;;2012;2012;2012;2012;;;10200;10200;;0;0;0;0;0;0
2308;1;1;4,26;;4,26;1;1;1;0;0;1;1;1;0;0;1;1;0;1;1;2;0;224;1;18;4050;4050;;;;4050;;;;0;0;;;224;0
2309;1;;16,13;;16,13;1;1;0;0;0;1;0;1;0;0;0;;;;;1;0;475;1;27;12700;12700;;;;12700;;;;0;0;;;475;0
2310;1;;167,03;167,03;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;300;;300;0;0;;0;0;0
2311;3;;84,39;84,39;39,84;2;3;0;2;0;1;0;2;2;0;0;;;;;3;0;2395,0723;2;1662;401618,591;3948;3948;3948;;397670,591;18700;18700;;0;0;0;0;2395,0723;0
2312;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
2313;2;2;81,26;81,26;17,97;4;4;1;2;0;2;1;3;1;1;0;2;0;0;2;4;0;1915;2;51;331208;53146;0;0;0;331208;8500;1500;7000;0;0;0;0;2951;0
2314;1;;31,13;31,13;;2;2;1;2;1;0;0;2;1;1;2;;;;;4;0;-1;1;;1;1;1;1;0;;10000;5000;5000;0;0;0;0;0;0
2315;1;1;97;;97;1;1;0;0;0;1;0;1;0;0;0;1;0;1;1;1;464;130;1;4;464;464;;;;464;;;;464;464;;;130;0
2316;1;;40,29;;40,29;1;1;0;0;0;1;0;0;0;0;1;;;;;2;0;414;2;139;57431;;;;;57431;;;;0;;;;414;0
2317;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
2318;1;;12,48;12,32;12,48;2;2;0;1;0;1;0;2;1;0;0;;;;;2;0;374;2;35;12950;12950;0;0;;12950;1000;1000;;0;0;0;0;374;0
2319;1;;12,55;12,55;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;0;0;0;0;;;500;500;;0;0;0;0;0;0
2320;2;1;19,42;;19,42;2;2;1;0;0;2;1;1;0;0;0;1;0;0;1;2;0;11046;2;1;180977;11046;;;;180977;;;;0;0;;;11674;0
2321;2;;87,19;87,19;45,29;3;4;1;1;0;3;1;4;0;1;0;;;;;4;14;379;3;23;35281;35281;;6030;6030;29251;6000;;6000;14;14;;14;913;0
2322;1;;31,35;;31,35;1;1;0;0;0;1;0;0;0;0;1;;;;;2;0;1683,1948;3;2758;463748,6425;;;;;463748,6425;;;;0;;;;1683,1948;0
2323;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
2324;2;;80,1;62,16;80,1;2;3;0;1;0;2;0;1;1;0;0;;;;;3;0;2110,3213;2;1538;621013,6656;1193;1193;1193;;619820,6656;3200;3200;;0;0;0;0;2414,0557;0
2325;1;;102,61;;102,61;1;2;0;0;0;2;0;0;0;0;0;;;;;2;0;980,809;2;874;254703,4417;;;;;254703,4417;;;;0;;;;1863,5371;0
2326;2;1;32,45;32,45;30,58;2;3;1;2;0;1;1;3;2;0;1;1;0;1;1;4;0;1148;2;27;31340;31340;25;25;;31315;2500;2500;;0;0;0;0;1148;0
2327;1;;55,71;55,68;55,71;2;2;0;1;0;1;0;1;1;0;0;;;;;2;0;348,029;2;1826;66161,9813;2672;2672;2672;;63489,9813;5000;5000;;0;0;0;0;348,029;0
2328;2;2;31,13;14,39;31,13;3;4;2;1;0;3;2;4;0;1;0;2;0;2;2;4;0;133;2;26;45851;45851;;4219;4219;41632;7000;;7000;0;0;;0;133;0
2329;2;2;30,71;22,84;30,71;4;4;1;2;0;2;1;4;1;1;3;2;1;1;2;7;0;262;1;31;10574;10574;6332;6332;;4242;11400;6400;5000;0;0;0;0;399;0
2330;2;;41,48;41,39;41,48;3;3;0;1;0;2;0;2;1;0;1;;;;;5;0;540;2;23;88857;5217;0;0;;88857;2000;2000;;0;0;0;0;769;0
2331;1;1;9,42;;9,42;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1047;4;63;66072;;;;;66072;;;;0;;;;1047;0
2332;2;;48,61;48,61;15,74;2;5;1;2;0;3;1;5;2;0;0;;;;;5;0;225;1;16;11068;11068;409;409;;10659;5400;5400;;0;0;0;0;374;0
2333;3;;98,19;98,19;34,29;4;6;0;2;0;4;0;5;1;1;3;;;;;9;0;534;3;9;34393;20688;853;6035;5182;28358;11500;5500;6000;0;0;0;0;1145;0
2334;1;;110,16;;110,16;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;0;2;;30575,9296;;;;;30575,9296;;;;0;;;;0;0
2335;3;1;105,84;105,84;26,77;2;3;1;1;0;2;1;3;0;1;1;1;0;0;0;4;0;379;1;22;23778;23778;;495;495;23283;1500;;1500;0;0;;0;744;0
2336;1;;26,71;;26,71;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;739,4362;4;1341;105349,7152;;;;;105349,7152;;;;0;;;;739,4362;0
2337;1;2;4,45;4,42;4,45;2;2;2;1;1;1;1;2;1;0;6;3;2;3;3;8;0;374;1;18;7774;7774;1004;1004;;6770;1000;1000;;0;0;0;0;374;0
2338;1;1;16,29;16,29;;1;1;0;1;0;0;0;1;0;1;1;1;0;1;1;2;101;-1;2;;10162;10162;;10162;10162;;10000;;10000;101;101;;101;0;0
2339;1;;153,1;153,1;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;0;0;;0;0;;7900;;7900;0;0;;0;0;0
2340;1;2;51,81;51,81;2,74;3;3;4;2;1;1;3;3;1;1;4;3;1;1;2;7;9;282;2;15;8779;8779;497;4517;4020;4262;4500;500;4000;9;9;0;9;282;0
2341;1;1;8,35;8,35;;1;1;1;1;1;0;0;1;1;0;0;1;0;0;1;1;0;-1;1;;1092;1092;1092;1092;;;5500;5500;;0;0;0;0;0;0
2342;1;1;11,87;;11,87;1;1;1;0;0;1;1;1;0;0;0;1;0;0;0;1;0;35;1;1;30;30;;;;30;;;;0;0;;;35;0
2343;2;2;24,71;22,65;24,71;2;2;1;1;0;1;1;2;1;0;2;2;1;1;1;4;0;64;1;2;129;129;0;0;;129;13100;13100;;0;0;0;0;64;0
2344;1;;13;;13;1;1;0;0;0;1;0;1;0;0;0;;;;;1;0;118;1;16;1892;1892;;;;1892;;;;0;0;;;118;0
2345;1;;5,35;;5,35;1;1;1;0;0;1;1;1;0;0;0;;;;;1;0;284;1;5;1424;1424;;;;1424;;;;0;0;;;284;0
2346;3;3;12;;12;2;3;3;0;0;3;3;3;0;0;0;3;2;3;3;3;0;478;2;4;4277;4277;;;;4277;;;;0;0;;;742;0
2347;3;;85,81;16,87;85,81;2;3;0;2;0;1;0;2;2;0;0;;;;;3;0;0;2;;23223;728;728;728;;22495;3400;3400;;0;0;0;0;0;0
2348;2;1;207,48;207,48;60,06;4;4;1;2;0;2;1;3;1;1;1;1;0;0;1;5;0;304;2;9;41210;2316;341;348;7;40862;26000;6000;20000;0;0;0;0;522;0
2349;1;1;8,13;;8,13;1;1;1;0;0;1;1;1;0;0;0;2;0;0;2;1;0;11;1;22;242;242;;;;242;;;;0;0;;;11;0
2350;1;1;2,58;;2,58;1;1;3;0;1;1;2;1;0;0;2;2;1;1;1;3;0;507;1;10;5212;5212;;;;5212;;;;0;0;;;507;0
2351;2;;24,23;24,23;;1;2;0;2;0;0;0;2;2;0;3;;;;;5;0;-1;1;;1641;1641;1641;1641;;;12000;12000;;0;0;0;0;0;0
2352;4;2;30,71;15,16;30,71;2;4;2;1;0;3;2;4;1;0;1;2;2;2;2;5;0;767;2;7;11056;11056;399;399;;10657;5500;5500;;0;0;0;0;1024;0
2353;1;1;5,26;;5,26;1;1;1;0;0;1;1;0;0;0;0;2;0;0;2;1;0;0;2;;329474;;;;;329474;;;;0;;;;0;0
2354;2;2;52,42;52,42;8,71;2;2;1;1;0;1;1;2;0;1;2;2;1;1;1;4;0;35;2;2;1059;1059;;988;988;71;1000;;1000;0;0;;0;35;0
2355;2;1;45,26;45,26;2,81;2;2;1;1;0;1;1;2;0;1;0;1;1;1;1;2;0;1000;2;20;20364;20364;;0;0;20364;500;;500;0;0;;0;1000;0
2356;1;;9,48;;9,48;1;1;8;0;0;1;8;1;0;0;31;;;;;37;0;194;2;16;3113;3113;;;;3113;;;;0;0;;;194;0
2357;1;;20,23;;20,23;1;1;0;0;0;1;0;0;0;0;3;;;;;4;0;895,0278;2;2667;152182,4481;;;;;152182,4481;;;;0;;;;895,0278;0
2358;0;;;;;0;0;0;0;0;0;0;0;0;0;2;;;;;2;-1;-1;-1;;;;;;;;;;;;;;;0;0
2359;1;;18,06;17,97;18,06;3;3;0;2;0;1;0;3;1;1;1;;;;;4;0;252;1;8;4484;4484;750;2594;1844;1890;2750;750;2000;0;0;0;0;252;0
2360;3;;72,68;69,65;72,68;2;3;0;1;0;2;0;3;0;1;1;;;;;4;0;1097;2;8;76076,4202;76076,4202;;0;0;76076,4202;4000;;4000;0;0;;0;1988,8238;0
2361;2;;115,03;115,03;97,61;3;3;1;1;0;2;1;3;0;1;2;;;;;5;25;37;1;20;766;766;;;;766;1000;;1000;26;26;;;37;0
2362;1;;67,81;67,81;;1;1;0;1;0;0;0;1;0;1;1;;;;;2;-1;-1;1;;;;;;;;2000;;2000;;;;;0;0
2363;2;;53,45;53,45;18,45;3;4;1;2;0;2;1;4;1;1;1;;;;;5;46;1407;1;37;68300;68300;894;3948;3054;64352;4000;1000;3000;46;46;0;46;1706;0
2364;1;;21,16;21,16;;1;1;0;1;0;0;0;1;1;0;5;;;;;6;0;-1;1;;0;0;0;0;;;6300;6300;;0;0;0;0;0;0
2365;0;;;;;0;0;0;0;0;0;0;0;0;0;1;;;;;1;-1;-1;-1;;;;;;;;;;;;;;;0;0
2366;1;2;2,87;;2,87;1;1;1;0;0;1;1;1;0;0;0;2;2;2;2;1;0;249;1;10;2492;2492;;;;2492;;;;0;0;;;249;0
2367;1;1;9,29;9,29;;1;1;1;1;1;0;0;1;1;0;1;1;0;0;0;2;0;-1;1;;374;374;374;374;;;5500;5500;;0;0;0;0;0;0
2368;1;;43;43;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;1224;1224;1224;1224;;;10000;10000;;0;0;0;0;0;0
2369;1;;34,74;;34,74;1;1;0;0;0;1;0;1;0;0;0;;;;;1;0;748;2;51;37789;37789;;;;37789;;;;0;0;;;748;0
2370;4;2;46,87;46,87;42,9;3;5;3;2;1;3;2;5;2;0;2;4;2;3;3;7;0;709;2;3;28578;28578;0;0;;28578;9100;9100;;0;0;0;0;1006;0
2371;1;;98,45;98,45;;1;1;0;1;0;0;0;1;0;1;1;;;;;2;-1;-1;1;;;;;;;;4500;;4500;;;;;0;0
2372;1;;29,45;;29,45;1;1;0;0;0;1;0;1;0;0;0;;;;;1;8305;4154;1;26;109583;109583;;;;109583;;;;8305;8305;;;4154;0
2373;4;2;109,84;109,84;49,81;3;7;3;2;0;5;3;7;1;1;4;4;1;2;2;11;79;174;2;10;35710;35710;4407;7152;2745;28558;9500;6000;3500;79;79;0;0;381;0
2374;1;;51,81;;51,81;2;2;0;0;0;2;0;1;0;0;1;;;;;3;0;0;2;;52732;2056;;;;52732;;;;0;0;;;0;0
2375;1;;117,16;117,16;;1;1;0;1;0;0;0;1;0;1;1;;;;;2;0;-1;2;;5939;5939;;5939;5939;;6000;;6000;0;0;;0;0;0
2376;1;1;5,81;;5,81;1;2;2;0;0;2;2;2;0;0;0;2;1;2;2;2;0;125;1;5;1501;1501;;;;1501;;;;0;0;;;208;0
2377;2;2;10,23;10,23;2,42;2;2;2;1;1;1;1;2;1;0;0;2;1;1;1;2;0;114;1;8;2011;2011;1055;1055;;956;2500;2500;;0;0;0;0;114;0
2378;2;2;46,13;46,13;8,74;3;3;2;1;0;2;2;3;0;1;0;2;0;0;1;4;0;109;1;2;2324;2324;;263;263;2061;300;;300;0;0;;0;109;0
2379;1;;45,03;45,03;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;3491;3491;;3491;3491;;4000;;4000;0;0;;0;0;0
2380;1;1;3,29;;3,29;1;1;1;0;0;1;1;1;0;0;2;1;0;1;1;3;0;250;1;19;4650;4650;;;;4650;;;;0;0;;;250;0
2381;1;1;4,58;;4,58;1;1;1;0;0;1;1;1;0;0;0;1;0;1;1;1;0;112;1;18;1983;1983;;;;1983;;;;0;0;;;112;0
2382;3;2;115,32;115,32;8,29;4;5;2;3;0;2;2;5;2;1;1;2;0;1;2;6;0;542;2;23;39044;39044;6808;16791;9983;22253;17100;7100;10000;0;0;0;0;593;0
2383;2;1;21,58;;21,58;2;3;2;0;0;3;2;3;0;0;3;1;0;1;1;6;138;213;1;1;11640;11640;;;;11640;;;;138;138;;;444;0
2384;1;;24,48;24,48;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;75;75;75;75;;;2000;2000;;0;0;0;0;0;0
2385;1;;47,03;19,52;47,03;2;2;0;1;0;1;0;1;0;1;0;;;;;2;0;2095;1;203;425077;0;;0;0;425077;5000;;5000;0;0;;0;2095;0
2386;1;1;9,48;;9,48;1;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;0;964;2;174;167283;;;;;167283;;;;0;;;;964;0
2387;1;;13,45;13,45;11,65;2;2;1;1;0;1;1;2;0;1;0;;;;;2;0;259;1;5;2264;2264;;1004;1004;1260;1000;;1000;0;0;;0;259;0
2388;1;;33,74;33,74;;1;1;0;1;0;0;0;1;1;0;2;;;;;3;0;-1;1;;0;0;0;0;;;1000;1000;;0;0;0;0;0;0
2389;4;1;15;;15;2;4;2;0;0;4;2;4;0;0;0;1;0;0;1;4;1;267;1;3;9465;9465;;;;9465;;;;1;1;;;782;0
2390;1;;2,32;;2,32;1;1;2;0;0;1;2;1;0;0;1;;;;;2;0;301;1;19;5818;5818;;;;5818;;;;0;0;;;301;0
2391;1;;14,13;;14,13;1;1;0;0;0;1;0;1;0;0;0;;;;;1;0;0;2;;8907;8907;;;;8907;;;;0;0;;;0;0
2392;1;;92,74;92,74;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;-1;-1;1;;;;;;;;2600;;2600;;;;;0;0
2393;1;;97,16;97,16;;1;1;0;1;0;0;0;1;0;1;1;;;;;2;0;-1;2;;331;331;;331;331;;7300;;7300;0;0;;0;0;0
2394;2;1;136,87;136,87;8,58;2;2;1;1;0;1;1;2;0;1;1;1;0;0;1;3;0;334;2;29;9675;9675;;0;0;9675;300;;300;0;0;;0;334;0
2395;1;;45,03;;45,03;1;1;0;0;0;1;0;0;0;0;0;;;;;1;0;418;2;144;60215;;;;;60215;;;;0;;;;418;0
2396;2;1;24,45;;24,45;2;2;0;0;0;2;0;1;0;0;1;1;0;0;1;3;0;1241;2;29;213140;10000;;;;213140;;;;0;0;;;1580;0
2397;1;;58,97;58,97;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;0;0;;0;0;;3000;;3000;0;0;;0;0;0
2398;1;;108,77;108,77;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;1;;726;726;;726;726;;3000;;3000;0;0;;0;0;0
2399;1;1;1,61;;1,61;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;2;-1;200;1;;;;;;;;;;;;;;;200;0
2400;1;1;5,68;5,68;1,52;3;3;3;2;2;1;1;3;1;1;0;2;1;2;2;3;0;223;1;21;5479;5479;871;871;;4608;4100;1000;3100;0;0;0;0;223;0
2401;4;3;36,13;;36,13;2;4;3;0;0;4;3;4;0;0;3;3;2;2;2;7;156;157;1;5;2963;2963;;;;2963;;;;156;156;;;412;0
2402;1;1;112,97;112,97;;2;2;0;2;0;0;0;2;1;1;0;1;0;0;0;2;0;-1;1;;1634;1634;1633;1634;1;;8000;5000;3000;0;0;0;0;0;0
2403;2;2;167,23;167,23;5,06;3;3;2;1;0;2;2;3;0;1;0;2;1;2;2;3;0;152;1;8;8998;8998;;2222;2222;6776;3000;;3000;0;0;;0;152;0
2404;1;;77,45;77,45;;2;2;0;2;0;0;0;2;1;1;0;;;;;2;0;-1;1;;0;0;0;0;0;;5500;1000;4500;0;0;0;0;0;0
2405;1;;50,48;50,48;;1;1;0;1;0;0;0;1;1;0;0;;;;;1;0;-1;1;;148;148;148;148;;;2000;2000;;0;0;0;0;0;0
2406;2;1;62,81;62,81;;1;2;0;2;0;0;0;2;2;0;0;1;1;1;1;2;0;-1;1;;7568;7568;7568;7568;;;8700;8700;;0;0;0;0;0;0
2407;1;;33,13;33,13;;1;1;0;1;0;0;0;1;0;1;0;;;;;1;0;-1;2;;3642;3642;;3642;3642;;3900;;3900;0;0;;0;0;0
2408;0;2;;;;0;0;2;0;0;0;2;0;0;0;3;2;0;1;2;3;-1;-1;-1;;;;;;;;;;;;;;;0;0
